07322138-n	ind:def	(Astronomi) munculnya kembali sebuah benda angkasa setelah gerhana
07322550-n	ind:def	(Teologi Kristen) munculnya kembali Yesus sebagai hakim Pengadilan Terakhir
07322769-n	ind:def	peristiwa yang diganti untuk acara sebelumnya dibatalkan
07323024-n	ind:def	penampilan dalam bentuk tubuh (sebagai sebuah roh tanpa tubuh)
07323436-n	ind:def	munculnya sosok seperti hantu
07323682-n	ind:def	manifestasi dewa menjadi seorang manusia
07323821-n	ind:def	manifestasi dari pikiran dan kehendak Allah
07324502-n	ind:def	mulai menjadi bagian dari sebuah usaha
07325102-n	ind:def	kenaikan tiba-tiba angka kriminalitas
07325639-n	ind:def	peningkatan aktivitas kelenjar adrenal sebelum pubertas
07325762-n	ind:def	pertama terjadinya menstruasi pada wanita
07325864-n	ind:def	awal perkembangan payudara pada seorang wanita pada awal pubertas
07326262-n	ind:def	awal yang cepat dan menguntungkan
07326880-n	ind:def	kejadian atau penyebab sebelumnya
07327013-n	ind:def	sesuatu yang berfungsi sebagai peristiwa sebelumnya
07327288-n	ind:def	(Teologi) asal usul Roh Kudus pada Pentakosta
07328058-n	ind:def	faktor-faktor penting untuk memahami suatu bisnis tertentu
07328305-n	ind:def	faktor-faktor yang menentukan sebuah sistem dan menentukan (atau batas) kinerja
07328942-n	ind:def	peristiwa yang terjadi pada awal sesuatu
07329169-n	ind:def	awal dari serangkaian atau urutan
07329363-n	ind:def	pertunjukan pembukaan (dalam teater)
07329568-n	ind:def	mulai diberikan kepada kontestan
07330250-n	ind:def	sebuah peristiwa tak bisa dihindari
07330362-n	ind:def	(Hindu dan Buddha) efek dari tindakan seseorang yang menentukan nasibnya
07330560-n	ind:def	(Islam) atas kehendak Allah
07331013-n	ind:def	penghancuran total dari setiap jejak
07331932-n	ind:def	penyebaran orang Yahudi di luar Israel
07332313-n	ind:def	(Patologi) penyebaran mikroorganisme patogen
07332550-n	ind:def	(Fisiologi) penyebaran impuls syaraf sensorik dalam korteks
07332956-n	ind:def	kematian akibat kecelakaan atau bencana
07333162-n	ind:def	Jatuhnya seseorang (sebagai orang-orang di satu sisi konflik
07333506-n	ind:def	kematian satu juta orang
07333649-n	ind:def	ekspresi eufemistik atas kematian
07333971-n	ind:def	kematian akibat tindakan melanggar hukum atau dari kelalaiannya
07334206-n	ind:def	sebuah takdir yang tidak menyenangkan
07334876-n	ind:def	(Biasanya jamak) tindakan yang merusak
07335097-n	ind:def	struktur yang benar-benar dihancurkan dan diratakan
07335243-n	ind:def	peristiwa yang mengakibatkan kehancuran
07335414-n	ind:def	acara yang mengakibatkan kehancuran total
07335581-n	ind:def	kehancuran atau keruntuhan sesuatu
07335917-n	ind:def	suatu hal yang secara bertahap memudar dan hilang dari pandangan
07336104-n	ind:def	menghilang tiba-tiba atau misterius
07336214-n	ind:def	penghilangan lambat atau bertahap
07337096-n	ind:def	perubahan yang tak terduga (dalam suatu situasi atau perilaku seseorang, dan lain-lain)
07337935-n	ind:def	(Kimia) variabilitas dalam komposisi kimia tanpa variasi dalam bentuk kristal
07338358-n	ind:def	kontak tajam dengan cahaya (biasanya sesuatu yang fleksibel)
07338970-n	ind:def	dampak yang kuat yang membuat suara keras
07339098-n	ind:def	dampak yang tiba-tiba menggelegar
07339808-n	ind:def	hilangnya peralatan militer dalam pertempuran
07339941-n	ind:def	hilangnya peralatan militer dalam operasi lapangan
07340453-n	ind:def	luka yang menyebabkan seorang tentara Inggris untuk dikirim pulang
07341665-n	ind:def	siklus (ekspansi dan kompresi) dari sebuah mesin kalor reversibel
07341860-n	ind:def	satu siklus operasi lengkap (oleh komputer)
07342383-n	ind:def	beberapa pengulangan dari suatu frase melodi di kunci yang berbeda
07343017-n	ind:def	(Hindu dan Buddha) siklus tanpa akhir dari kelahiran, penderitaan, kematian
07343195-n	ind:def	sesuatu (terutama game) yang dimainkan lagi
07343713-n	ind:def	tak terduga tapi nyata terulangnya pengalaman masa lalu
07343910-n	ind:def	kejadian sehari-hari daripada matahari terbit di atas cakrawala
07344368-n	ind:def	air yang digerakan ke belakang oleh kapal
07344528-n	ind:def	gerakan atau suara air
07344663-n	ind:def	gelombang kecil pada permukaan cairan
07344875-n	ind:def	(Fisika) gelombang yang melakukan perjalanan dalam kecepatan cahaya
07345166-n	ind:def	(Fisika) variasi periodik rutin dalam nilai rata-rata
07345960-n	ind:def	gerakan kecil yang tidak teratur
07346344-n	ind:def	(Fisika) kuantum energi yang dapat diperbanyak sebagai gelombang nonlinier yang merambat
07347051-n	ind:def	gelombang yang bergerak dalam arah propagasi gelombang
07347373-n	ind:def	gelombang suara yang dikirim melalui udara
07347664-n	ind:def	bentuk gelombang digambarkan secara grafis
07348041-n	ind:def	bunyi ledakan disebabkan oleh gelombang kejut dari pesawat
07348694-n	ind:def	gelombang yang timbul dari gaya tarik gravitasi bulan dan matahari
07349069-n	ind:def	manifestasi luar biasa dari beberapa emosi atau fenomena
07349532-n	ind:def	gelombang laut yang berat menuju pantai
07349880-n	ind:def	gerakan periodik perpindahan simetris terhadap titik
07350567-n	ind:def	terjadinya rebound atau melompat kembali
07350893-n	ind:def	gerakan membaca/menulis trek data pada disk
07357101-n	ind:def	sikap yang tak berlebihan
07411350-n	ind:def	penyimpangan dari jurusan lurus
07429976-n	ind:def	kedatangan beramai-ramai ke
07445265-n	ind:def	gerak maju yang perlahan
07447641-n	ind:def	majlis jamuan makan malam
07448038-n	ind:def	majlis jamuan makan malam
07449452-n	ind:def	pesta tarian rakyat di bangsal
07469325-n	ind:def	acara lumba lari sebatu
07477587-n	ind:def	rezeki yang tak dijangka
07479926-n	ind:def	aspek kesadaran perasaan atau emosi
07480666-n	ind:def	perasaan pingsan dan siap untuk pingsan
07480790-n	ind:def	perasaan atau emosi yang mendalam
07480896-n	ind:def	perasaan yang kuat atau emosi
07481084-n	ind:def	biasanya cinta atau kekaguman
07481223-n	ind:def	perasaan intensitas emosional yang ekstrim
07481375-n	ind:def	keinginan yang meluap-luap
07481625-n	ind:def	gairah kekerasan dalam pidato atau tindakan
07481785-n	ind:def	keinginan yang meluap-luap
07482128-n	ind:def	sangat terpengaruh perasaan atau emosi
07482368-n	ind:def	perasaan sentimental yang pernah Anda miliki terhadap seseorang
07482521-n	ind:def	(Psikoanalisis) kombinasi emosi dan dorongan yang buruk
07482782-n	ind:def	kelainan kompleks dari laki-laki untuk melakukan seksual dengan ibunya
07483005-n	ind:def	kelainan kompleks dari perempuan
07483305-n	ind:def	campuran perasaan atau emosi
07483622-n	ind:def	tidak adanya emosi atau antusiasme
07483782-n	ind:def	apatis ditunjukkan oleh tidak adanya reaksi emosional
07484265-n	ind:def	perasaan yang menyertai kondisi tidak puas
07484792-n	ind:def	aspirasi luas dari orang Amerika untuk hidup lebih baik daripada orangtua mereka
07484929-n	ind:def	ambisi untuk sama atau unggul
07485047-n	ind:def	aspirasi untuk kemerdekaan nasional bawah dominasi asing
07485203-n	ind:def	keinginan untuk pertumpahan darah
07485475-n	ind:def	keinginan yang kuat terhadap beberapa hal
07485626-n	ind:def	perasaan terhadap suatu keinginan
07486145-n	ind:def	keinginan kuat yang abnormal
07486527-n	ind:def	tanpa disertai upaya untuk mendapatkan
07486628-n	ind:def	keinginan atau kebutuhan yang lama tidak terpenuhi
07487063-n	ind:def	rasa kerinduan yang mendalam
07487375-n	ind:def	kerinduan untuk sesuatu masa lalu
07487493-n	ind:def	yang merindukan orang yang kita cintai
07487594-n	ind:def	rindu untuk kembali pulang
07487695-n	ind:def	semua perasaan yang timbul dari keinginan untuk memuaskan dorongan seksual
07487955-n	ind:def	keinginan untuk keintiman seksual
07488340-n	ind:def	perasaan yang mendalam terhadap keinginan seks
07488567-n	ind:def	keinginan untuk keintiman heteroseksual
07488676-n	ind:def	penurunan atau tidak adanya gairah seksual
07488788-n	ind:def	perasaan hasrat seksual yang kuat
07488875-n	ind:def	keinginan untuk kesenangan sensual
07489059-n	ind:def	gairah perasaan keinginan seksual
07489294-n	ind:def	hasrat abnormal seksual di mana kepuasan tergantung objek atau item barang
07489548-n	ind:def	(Psikoanalisis) istilah Freud untuk dorongan seksual
07489714-n	ind:def	hasrat seksual yang kuat
07489925-n	ind:def	hasrat seksual yang abnormal pada wanita
07490138-n	ind:def	keinginan seksual yang intens
07490579-n	ind:def	perubahan pikiran yang tiba-tiba
07490713-n	ind:def	perasaan mendasar yang sulit untuk diind:definisikan
07491038-n	ind:def	perasaan senang atau kepuasan yang ekstrim
07491286-n	ind:def	perasaan senang di diisi dengan takjub dan pesona
07491476-n	ind:def	perasaan senang di dihibur
07491591-n	ind:def	senang dalam kemalangan orang lain
07491981-n	ind:def	kenikmatan yang kuat dan antusias
07492170-n	ind:def	perasaan yang disebabkan oleh rangsangan menyenangkan
07492368-n	ind:def	kesenangan mengingat beberapa peristiwa menyenangkan
07492655-n	ind:def	kenyamanan ketika dihibur di saat kecewa
07493095-n	ind:def	aspek yang menghibur dari sebuah situasi yang sulit
07493280-n	ind:def	perasaan ketika sesuatu yang memberatkan dihilangkan
07493527-n	ind:def	kesenangan yang berasal dari kegiatan seksual
07493682-n	ind:def	kenikmatan seksual berasal dari rasa sakit
07493830-n	ind:def	kenikmatan seksual dengan membahayakan (fisik atau psikologis) orang lain
07494018-n	ind:def	sifat sadisme dan masokisme yang digabungkan dalam satu orang
07494175-n	ind:def	kenikmatan seksual yang diperoleh dari menerima hukuman (fisik atau psikologis)
07494682-n	ind:def	emosional marabahaya yang timbul selama masa remaja
07494787-n	ind:def	perasaan yang disebabkan oleh rangsangan tidak menyenangkan
07496166-n	ind:def	iritasi kulit yang disebabkan oleh gesekan
07496291-n	ind:def	gesekan antara dua permukaan kulit yang bersentuhan
07497019-n	ind:def	(Yiddish) kesulitan dan penderitaan
07497122-n	ind:def	luka (perasaan)
07497473-n	ind:def	perasaan kesenangan dan kenikmatan
07497797-n	ind:def	kecenderungan untuk menyukai sesuatu
07497976-n	ind:def	perasaan sangat suka untuk sesuatu yang indah dan tidak biasa
07498455-n	ind:def	pengalaman yang hanya diperoleh setelah mencoba
07498769-n	ind:def	daya tarik abnormal terhadap kotoran
07498854-n	ind:def	ke arah mana cenderung merasa suka
07499276-n	ind:def	kecenderungan atau menyukai hal-hal yang melibatkan konflik
07499449-n	ind:def	kecenderungan yang bertentangan dengan perasaan kuat atau yang berlaku
07499615-n	ind:def	perasaan menyukai orang lain
07499930-n	ind:def	harapan bahwa sesuatu akan berhasil
07500414-n	ind:def	perasaan akan hal yang menguntungkan
07500741-n	ind:def	perasaan senang dan menyukai
07500957-n	ind:def	kekaguman terhadap Britania dan Inggris
07501093-n	ind:def	kekaguman terhadap orang-orang besar
07501922-n	ind:def	bahwa ke arah cenderung merasa tidak suka
07502099-n	ind:def	tidak suka (atau takut) terhadap Inggris
07502241-n	ind:def	mengalami ketidaksukaan akibat ketidakramahan
07502387-n	ind:def	rasa yang terasing dari orang lain
07502576-n	ind:def	perasaan sendirian dan tidak disukai
07502669-n	ind:def	perasaan ketidaksukaan yang sangat
07502829-n	ind:def	perasaan tidak menyukai sesuatu atau apa yang seseorang lakukan
07503987-n	ind:def	kebencian yang amat sangat
07504111-n	ind:def	sangat jijik sehingga membuat merasa sakit
07504258-n	ind:def	tidak menyukai teknologi baru
07504343-n	ind:def	rasa syukur dan apresiasi
07504711-n	ind:def	sikap tidak mengenang budi
07505207-n	ind:def	perasaan perhatian yang berlebihan
07505676-n	ind:def	sikap tidak ambil peduli
07505871-n	ind:def	ketidakpedulian oleh penarikan pribadi
07506149-n	ind:def	tidak adanya perhatian terhadap kesejahteraan orang lain
07506382-n	ind:def	perasaan tanpa ampun ekstrim
07506797-n	ind:def	perasaan malu ketika melakukan sesuatu yang tidak bermoral
07506962-n	ind:def	malu akibat dari tidak suka diri sendiri
07507560-n	ind:def	merasa malu terhadap diri sendiri
07508705-n	ind:def	rasa bangga dalam diri sendiri
07508806-n	ind:def	perasaan kebanggaan superioritas terhadap orang lain
07509131-n	ind:def	perasaan rendah hati dan sederhana
07509474-n	ind:def	perasaan menjadi sedikit berharga
07509827-n	ind:def	perasaan yang membingungkan atau kewalahan
07509996-n	ind:def	perasaan terangsang oleh sesuatu yang aneh dan mengejutkan
07510348-n	ind:def	keheranan ketika sesuatu yang sama sekali tak terduga terjadi
07510625-n	ind:def	rasa tertekan dan percaya bahwa akan terjadi sesuatu yang buruk
07511238-n	ind:def	kegembiraan karena mendekati klimaks
07511524-n	ind:def	gugup dan gembira dari pemburu yang belum berpengalaman
07511626-n	ind:def	keserakahan dan gairah dari demam pencarian emas
07511906-n	ind:def	sikap acuh tak acuh
07512147-n	ind:def	perasaan yang serius dan bermartabat
07512719-n	ind:def	perasaan yang menyebabkan mudah marah
07512848-n	ind:def	sensitivitas untuk impresi yang menyenangkan atau menyakitkan
07513035-n	ind:def	kepekaan emosional atau moral (terutama dalam kaitannya dengan prinsip pribadi
07513795-n	ind:def	perasaan agitasi yang terus-menerus
07515790-n	ind:def	tidak adanya tekanan mental atau kecemasan
07516997-n	ind:def	keadaan seseorang yang mengamuk
07517292-n	ind:def	keadaan sangat marah hingga wajah berubah warna
07517869-n	ind:def	kemarahan dan kebencian yang sangat
07518000-n	ind:def	perasaan marah dan bermusuhan
07519040-n	ind:def	perasaan jengkel intens disebabkan oleh disiksa
07519253-n	ind:def	emosi dalam mengantisipasi rasa sakit atau bahaya
07519773-n	ind:def	ketakutan yang timbul dari kesadaran akan bahaya
07519983-n	ind:def	rasa takut dan muak
07520112-n	ind:def	sensasi menyenangkan hampirsketakutan
07520507-n	ind:def	ketakutan berlebihan atau tak terkendali
07520612-n	ind:def	ketakutan dan kecemasan yang luar biasa
07520925-n	ind:def	panik atau kekuatiran ekstrim
07521563-n	ind:def	rasa takut akan menghadapi penonton
07522418-n	ind:def	firasat akan sesuatu yang merugikan
07522536-n	ind:def	firasat tentang apa yang akan terjadi
07522632-n	ind:def	kekhawatiran tentang apa yang akan terjadi
07523485-n	ind:def	sifat malu-malu dan ragu-ragu melakukan sesuatu
07523649-n	ind:def	sifat malu-malu tentang promosi diri
07523760-n	ind:def	rasa yang diintimidasi oleh takut atau malu-malu
07524918-n	ind:def	kecemasan yang dialami ketika merasa rentan dan tidak aman
07525367-n	ind:def	perasaan yang disebabkan oleh kegelisahan atau ketakutan
07525555-n	ind:def	kegelisahan terhadap suatu tindakan
07525760-n	ind:def	rasa cemas ketika gugup
07526338-n	ind:def	kebebasan dari kecemasan atau takut
07526505-n	ind:def	rasa percaya (pada seseorang atau sesuatu)
07527061-n	ind:def	(Prancis) kebahagiaan dan humor yang baik
07527656-n	ind:def	perasaan sukacita dan bangga
07528097-n	ind:def	dengan kegembiraan kemenangan yang meluap-luap
07528212-n	ind:def	perasaan sukacita hidup dan ceria
07528807-n	ind:def	kegembiraan dan kegembiraan di luar batas
07528976-n	ind:def	perasaan geli yang menyenangkan (seperti dari menggoda atau menggelitik)
07529096-n	ind:def	perasaan sangat gembira (biasanya dibesar-besarkan)
07529563-n	ind:def	suatu perasaan nyaman dalam suatu hubungan
07530000-n	ind:def	suatu perasaan nyaman dalam suatu hubungan
07530866-n	ind:def	perasaan gembira ketika tidak ada yang mengganggu
07531713-n	ind:def	perasaan ketika puas dengan diri sendiri
07531998-n	ind:def	perasaan kepuasan diri berlebihan
07532112-n	ind:def	rasa puas karena telah mencapai keinginan
07532832-n	ind:def	kesedihan yang disebabkan oleh penderitaan
07533492-n	ind:def	rasa putus asa melankolis
07533735-n	ind:def	kesedihan terhadap kejahatan-kejahatan
07534108-n	ind:def	kesedihan akibat yang meninggalkan atau ditinggalkan
07534278-n	ind:def	kesedihan diekspresikan dengan menangis
07534700-n	ind:def	kesedihan karena dosa yang timbul
07534847-n	ind:def	kesedihan dan putus asa
07535010-n	ind:def	kesedihan yang disebabkan kehilangan orang yang dicintai (kematian)
07535532-n	ind:def	(Puisi) kesedihan yang menyakitkan
07536245-n	ind:def	penyesalan yang disebabkan oleh perasaan bertanggung jawab atas pelanggaran
07536437-n	ind:def	perasaan bersalah oleh mereka yang telah selamat dari bencana
07536870-n	ind:def	penyesalan atas perilaku masa lalu
07537068-n	ind:def	perasaan sedih suram atau pesimis
07537259-n	ind:def	rasa takut mati mendadak
07537973-n	ind:def	depresi akibat dari melemahkan semangat
07538142-n	ind:def	perasaan tidak mampu untuk mengelola
07538272-n	ind:def	perasaan sedih (sering memanjakan diri sendiri)
07538395-n	ind:def	perasaan sedih dan kecewa dan putus asa
07538812-n	ind:def	perasaan di tindas oleh kekuatan berat
07538965-n	ind:def	kerinduan terhadap sesuatu yang lebih baik daripada sekarang
07539367-n	ind:def	depresi dan ketidakpuasan abnormal
07539511-n	ind:def	rasa yang tidak senang dan puas
07540081-n	ind:def	kebosanan akibat overexposuresterhadap sesuatu
07540424-n	ind:def	terganggu atau tidak puas terhadap seseorang atau sesuatu
07540602-n	ind:def	rasa ketidakpuasan ketika harapan tidak terjadi
07541316-n	ind:def	perasaan ketika memiliki harapan
07541558-n	ind:def	rasa optimis bahwa semua akan berakhir dengan baik
07541923-n	ind:def	perasaan bahwa semuanya salah dan tidak akan berakhir dengan baik
07542249-n	ind:def	putus asa telah meninggalkan harapan untuk kenyamanan atau kesuksesan
07542560-n	ind:def	penerimaan terhadap kekalahan yang tak terelakkan
07542675-n	ind:def	putus asa dalam menghadapi rintangan
07542881-n	ind:def	rasa putus asa menghadapi seseorang yang lebih tenar
07543033-n	ind:def	perasaan bahwa segala sesuatu akan menjadi buruk
07543204-n	ind:def	perasaan sinis dan ketidakpercayaan
07543732-n	ind:def	cinta tanpa pamrih satu orang lain tanpa implikasi seks
07543910-n	ind:def	(Teologi Kristen) kasih Allah atau Kristus bagi umat manusia
07544039-n	ind:def	cinta seorang anak untuk orang tua
07544129-n	ind:def	rasa cinta yang mendalam
07544213-n	ind:def	perasaan cinta atau menyukai
07544351-n	ind:def	cinta remaja bersifat sementara
07545161-n	ind:def	perasaan kasih sayang terhadap lembaga
07545303-n	ind:def	perasaan kasih sayang sebagai pelindung
07545957-n	ind:def	perasaan cinta dan kasih sayang
07547293-n	ind:def	benci perubahan atau inovasi
07547397-n	ind:def	kebencian terhadap ide-ide baru
07547547-n	ind:def	kebencian yang menimbulkan pembunuhan haus darah
07547674-n	ind:def	perasaan kebencian dan mencemooh
07548100-n	ind:def	perasaan sakit yang menimbulkan permusuhan
07548224-n	ind:def	perasaan iri hati dan kebencian dari suatu kelas sosial
07548567-n	ind:def	rasa permusuhan yang memicu untuk menyerang
07548695-n	ind:def	bermusuhan atau perang sikap/sifat
07548860-n	ind:def	suasana bermusuhan atau berperang
07548978-n	ind:def	perasaan marah dan kecewa
07549536-n	ind:def	dendam kesumat untuk membenarkan pembalasan
07549716-n	ind:def	iri hati untuk memiliki sesuatu yang dimiliki oleh orang lain
07549979-n	ind:def	keinginan iri untuk memiliki sesuatu
07550079-n	ind:def	perasaan iri (terutama dari saingan)
07550204-n	ind:def	(Psikoanalisis) kelainan jiwa wanita yang iri terhadap penis
07550369-n	ind:def	ingin jahat kepada orang lain
07550666-n	ind:def	merasa suka melihat orang lain menderita
07550891-n	ind:def	keinginan untuk membalas dendam
07551052-n	ind:def	karakteristik perasaan (kebiasaan atau relatif sementara)
07551418-n	ind:def	suasana kesal atau jengkel
07551498-n	ind:def	sikap menyendiri atau penarikan diri (ngambek)
07551691-n	ind:def	suasana ceria dan menyenangkan
07551890-n	ind:def	ceria dan penuh humor
07552087-n	ind:def	suasana marah dan tidak menyenangkan
07553741-n	ind:def	simpati terhadap penderitaan orang lain
07555775-n	ind:def	antusias terhadap teknologi baru
07557165-n	ind:def	seorang pemilih dalam soal makanan
07560331-n	ind:def	makanan yang dimakan dengan jari-jari
07560422-n	ind:def	sesuatu yang bisa dimakan
07560903-n	ind:def	makanan dan minuman untuk penurunan berat badan
07561112-n	ind:def	makanan dan minuman untuk penurunan berat badan
07561590-n	ind:def	yang berkaitan dengan makanan
07561730-n	ind:def	makanan untuk penurunan berat badan yang di buat untuk menghindari alergi
07561848-n	ind:def	makan yang seimbang dan secukupnya
07562017-n	ind:def	makanan yang tidak menimbulkan iritasi
07562172-n	ind:def	minuman penurun berat badan
07562379-n	ind:def	makanan untuk mengontrol gejala diabetes
07562495-n	ind:def	sesuatu yang ditambahkan untuk melengkapi diet atau untuk menebus kekurangan
07562651-n	ind:def	makanan mengandung karbohodrat tinggi
07562984-n	ind:def	makanan penurun berat badan bebas dari zat perekat
07563207-n	ind:def	makanan penurun berat badan yang tinggi protein
07563366-n	ind:def	makanan bervitamin kadar tinggi
07563642-n	ind:def	resep makanan untuk orang-orang terbaring di tempat tidur
07563800-n	ind:def	makanan penurut berat badan berbentuk cair atau yang disaring
07564008-n	ind:def	makanan penurun berat badan rendah kalori
07564101-n	ind:def	makanan penurun berat badan berlemak rendah
07564292-n	ind:def	makanan penurun berat badan bersodium rendah
07564515-n	ind:def	diet makanan kacang-kacangan
07564629-n	ind:def	makanan penurun berat badan
07564796-n	ind:def	diet makanan tanpa kunyah
07564971-n	ind:def	makanan yang hanya berisi sayur-sayuran
07565458-n	ind:def	makanan untuk para olahragawan di tempat pelatihan
07565608-n	ind:def	makanan yang dihidangkan di meja dan diambil secara prasmanan
07565945-n	ind:def	rangsum yang dibagikan kepada pasukan
07566092-n	ind:def	rangsum dalam bentuk lebih kecil
07566231-n	ind:def	rangsum di dalam rantang
07566863-n	ind:def	makanan yang banyak mengandung sari pati
07567039-n	ind:def	bahan-bahan untuk membuat roti
07568389-n	ind:def	makanan yang terbuat dari tanah matzos
07568625-n	ind:def	tepung dari kacang polong
07568706-n	ind:def	makanan terbuat dari jagung halus dicampur dengan gula dan rempah-rempah
07569873-n	ind:def	makanan dari kacang kedelai
07570021-n	ind:def	gandum giling atau gandum durum (atau gandum keras lainnya)
07570141-n	ind:def	makanan dari darah hewan
07570237-n	ind:def	zat protein yang masih tersisa dari pati biji-bijian sereal
07570447-n	ind:def	zat perekat yang terbuat dari jagung
07570530-n	ind:def	makanan yang mengandung zat perekat dari jagung
07570635-n	ind:def	zat perekat yang terbuat dari gandum
07571765-n	ind:def	cara menghidangkan makanan ala Prancis
07571903-n	ind:def	sekolah memasak ala Prancis yang menggunakan saus ringan dan terasa alami
07572134-n	ind:def	sisa makanan yang masih hangat
07572519-n	ind:def	bahan makanan di dalam tempat penyimpanan yang aman atau tersembunyi
07572957-n	ind:def	makanan yang di awetkan
07574504-n	ind:def	makanan dan minuman ringan
07574923-n	ind:def	kombinasi sarapan dan makan siang
07575076-n	ind:def	makanan untuk tengah hari
07575226-n	ind:def	makan siang sambil membicarakan bisnis
07575392-n	ind:def	makanan pembuka sebelum makan malam termasuk teh
07575510-n	ind:def	makanan ringan waktu minum teh
07575984-n	ind:def	makanan ringan malam hari
07576182-n	ind:def	meja hidangan layan diri
07576311-n	ind:def	makanan beku yang dapat di panaskan
07576438-n	ind:def	makanan yang dimakan saat tamasya
07576577-n	ind:def	makanan yang dimasak dan dimakan di luar ruangan
07576781-n	ind:def	pesta di udara terbuka menikmati makanan panggang
07576969-n	ind:def	bertamasya di pantai dengan membakar makanan laut
07577244-n	ind:def	makan di luar ruangan dengan menu utama sosis panggang
07577374-n	ind:def	kudapan untuk kanak-kanak
07577918-n	ind:def	makanan ringan si sela-sela waktu kerja atau rapat
07579688-n	ind:def	hidangan yang paling utama
07580253-n	ind:def	makanan spesial [biasanya menu di rumah makan]
07580359-n	ind:def	makanan yang disiapkan dan dihidangkan dalam kuali
07580470-n	ind:def	ayam yang dimasak dan dihidangkan di dalam kuali
07580592-n	ind:def	ayam yang disiapkan dan dihidangkan dengan tomat dan jamur di dalam kuali
07581132-n	ind:def	daging bebek yang dimasak dengan lemaknya
07581249-n	ind:def	hidangan pembuka dalam makanan Itali
07581607-n	ind:def	makanan kecil yang menyertai minuman-minuman
07581931-n	ind:def	minuman yang terdiri dari beberapa potongan buah
07582027-n	ind:def	koktail campuran daging kepiting dengan saus
07582152-n	ind:def	koktail udang dimasak dingin dengan saus
07582609-n	ind:def	memasukkan campuran ke dalam makanan
07582811-n	ind:def	dip yang terbuat dari kacang matang
07583865-n	ind:def	sup yang dihidangan pada hari tertentu
07583978-n	ind:def	sup yang berisi mi berbentuk huruf
07584593-n	ind:def	sup daging atau ikan atau sayur (yang tidak kental)
07584727-n	ind:def	cairan yang keluar dari sayuran dan daging bila dimasak
07585474-n	ind:def	kaldu dalam bentuk kubus
07585557-n	ind:def	sup yang terbuat dari kaldu ayam
07585644-n	ind:def	sup ayam rebus bawang perai
07585758-n	ind:def	mentimun dan daun-daunan
07585997-n	ind:def	sup bening yang hiasi dengan sayuran
07586099-n	ind:def	sup yang dimasak dalam panci besar
07586179-n	ind:def	sup kepala anak lembu
07587206-n	ind:def	sup daging penyu hijau
07587441-n	ind:def	dari susu , daging, kentang dan bawang putih
07587819-n	ind:def	sayuran dan rempah-rempah
07587962-n	ind:def	daging babi dan susu
07588299-n	ind:def	bawang putih dan seledri
07588574-n	ind:def	sup kacang-kacangan dengan bawang putih
07588688-n	ind:def	sup kaldu kental dengan daging sapi atau daging kambing dan sayur-sayuran
07588817-n	ind:def	sup kentang yang cairannya terbuat dari susu dan dibumbuisbawang prei dan putih
07589458-n	ind:def	masakan Polandia merebus kol dan daging
07589543-n	ind:def	merebus ayam berbumbu dengan jagung
07589724-n	ind:def	merebus daging atau sayuran berbumbu dan kental
07589872-n	ind:def	makan bersama dengan menu burgoo atau rebusan daging berbumbu dan kental
07589967-n	ind:def	Masakan burgoo atau rebusan daging berbumbu dan kental ala Spanyol
07590068-n	ind:def	Masakan burgoo atau rebusan daging berbumbu dan kental ala Irlandia
07590177-n	ind:def	rebusan kental yang dibuat dari nasi dan ayam
07590320-n	ind:def	rebusan nasi dan daging dengan bumbu paprika
07590502-n	ind:def	rebusan atau sup kental dibuat dengan daging dan sayur-sayuran
07590611-n	ind:def	rebusan daging dan kentang yang dimasak di dalam panci tertutup
07590752-n	ind:def	daging digulai sebelum direbus
07590841-n	ind:def	gulai yang dibuat dengan asinan kubis dan biji jinten disajikan dengan krim susu
07590974-n	ind:def	makanan yang dibuat dari daging domba atau daging babi
07591049-n	ind:def	masakan Irlandia berupa rebusan daging kambing dengan kentang dan bawang putih
07591162-n	ind:def	rebusan tiram di dalam krim
07591236-n	ind:def	rebusan daging lobster berbentuk dadu di dalam krim atau susu
07591330-n	ind:def	sayur-sayuran dan roti kering
07591586-n	ind:def	sup ikan dari Marseille
07591813-n	ind:def	anggur merah dan kaldu
07591961-n	ind:def	makanan yang dibumbui kunyit dan dibuat dari nasi
07592094-n	ind:def	rebusan ayam atau daging di dalam kuah bersama wortel dan disajikan dengan mi
07592558-n	ind:def	rebusan daging yang keras agar dapat dimakan
07592656-n	ind:def	rebusan daging atau sayuran berbumbu
07592768-n	ind:def	rebusan sayuran dibuat dari tomat
07592922-n	ind:def	daging cincang dengan saus yang banyak
07593004-n	ind:def	makanan tradisional Prancis berupa rebusan sayuran dan daging sapi
07593107-n	ind:def	rebusan daging dan sayuran yang encer
07593199-n	ind:def	berbagai macam makanan yang dihidangkan secara prasmanan
07593471-n	ind:def	makanan pilihan atau lezat
07593549-n	ind:def	makanan kemasan yang cepat dan mudah disajikan
07593774-n	ind:def	bahan-bahan yang siap digunakan untuk hidangan
07593972-n	ind:def	bahan-bahan yang siap digunakan untuk membuat kue cokelat atau bronis
07594066-n	ind:def	bahan-bahan yang siap digunakan untuk membuat kue
07594155-n	ind:def	bahan-bahan yang siap digunakan untuk membuat minuman limun/sari jeruk
07594250-n	ind:def	bahan-bahan yang siap digunakan berupa
07594511-n	ind:def	penyiapan makan untuk dibawa pergi
07594737-n	ind:def	makanan kecil yang lezat
07594840-n	ind:def	makanan yang sedap/pedas
